id;successful_forward_passes_percent;fouls_avg;successful_vertical_passes_percent;dribbles_avg;back_pass_to_gk_avg;forward_passes_avg;deep_completed_cross_avg;successful_attacking_actions_avg;accelerations_avg;third_position;minutes_on_field;prevented_goals;through_passes_avg;height;goals;market_value;foul_suffered_avg;accurate_passes_to_final_third_percent;defensive_duels_won;primary_position_percent;shots_avg;full_name;aerial_duels_won;last_club_name;back_passes_avg;shots;progressive_run_avg;successful_through_passes_percent;received_long_pass_avg;successful_dribbles_percent;crosses_avg;current_team_logo;duels_avg;successful_cross_from_left_percent;goalkeeper_exits_avg;domestic_competition_name;accurate_short_medium_pass_percent;key_passes_avg;pre_assist_avg;passport_country_codes;xg_shot;non_penalty_goal;foot;total_matches;defensive_duels_avg;short_medium_pass_avg;long_passes_avg;tackle_avg;passes_avg;cross_from_right_avg;conceded_goals;direct_free_kicks_taken_avg;deep_completed_pass_avg;passes_to_final_third_avg;shots_against;direct_free_kicks_on_target_percent;offensive_duels_won;smart_passes_avg;penalties_conversion_percent;free_kicks_taken_avg;aerial_duels_avg;cross_to_goalie_box_avg;birth_date;yellow_cards_avg;pre_pre_assist_avg;accurate_passes_percent;birth_country_code;xg_shot_avg;xg_assist;duels_won;conceded_goals_avg;image;successful_long_passes_percent;assists_avg;accurate_crosses_percent;on_loan;current_team_name;yellow_cards;weight;possession_adjusted_interceptions;offensive_duels_avg;positions;pass_to_penalty_area_avg;cross_from_left_avg;accurate_smart_passes_percent;penalties_taken;red_cards_avg;head_goals;progressive_pass_avg;received_pass_avg;name;average_pass_length;secondary_position_percent;successful_progressive_pass_percent;xg_save_avg;current_team_color;successful_back_passes_percent;successful_defensive_actions_avg;possession_adjusted_tackle;corners_taken_avg;shot_assists_avg;clean_sheets;red_cards;shot_block_avg;head_goals_avg;xg_save;interceptions_avg;assists;primary_position;goal_conversion_percent;average_long_pass_length;successful_cross_from_right_percent;save_percent;goals_avg;passport_country_names;gk_aerial_duels_avg;prevented_goals_avg;contract_expires;accurate_pass_to_penalty_area_percent;vertical_passes_avg;birth_day;non_penalty_goal_avg;shots_on_target_percent;xg_assist_avg;touch_in_box_avg;secondary_position;shots_against_avg;age;third_position_percent;birth_country_name;League;Group;primary_position_ESP;position_gen_ESP1;secondary_position_ESP;position_gen_ESP2;third_position_ESP;position_gen_ESP3
-500879;70.59;2.47;57.14;4.11;0.41;6.99;0.0;2.05;0.41;RWF;219;0.0;0.41;0;0;0;2.05;75.0;46.15;30;0.41;Sarkodie Richmon Dapaah;57.14;hércules;4.93;1;3.29;0.0;0.0;50.0;2.05;https://cdn5.wyscout.com/photos/team/public/773_120x120.png;27.95;0.0;0.0;Primera Division RFEF;82.5;0.0;0.0;['ESP', 'GHA'];0.02;0;left;14;5.34;16.44;2.88;0.0;21.37;0.41;0;0.0;1.23;3.29;0;0.0;34.29;0.0;0.0;0.0;2.88;0.0;2002-01-24;0.82;0.0;73.08;ESP;0.01;0.11;38.24;0.0;https://cdn5.wyscout.com/photos/players/public/g-500879_100x130.png;71.43;0.0;0.0;False;Hércules;2;0;2.43;14.38;['LW', 'RAMF', 'RWF'];1.64;1.64;0.0;0;0.0;0;4.11;14.79;Richie;22.2;13;60.0;0.0;000080;100.0;3.7;0.0;0.0;0.82;0;0;0.0;0.0;0.0;1.23;0;LW;0.0;10.92;0.0;0.0;0.0;['Spain', 'Ghana'];0.0;0.0;0;25.0;5.75;2002-01-24;0.0;0.0;0.04;1.23;RAMF;0.0;23.0;13;Spain;Primera RFEF;2.0;Extremo Izquierdo;Extremo;Mediocampista Ofensivo Derecho;Mediapunta;Delantero Extremo Derecho;Delantero
-289500;46.34;1.83;83.33;1.1;0.0;7.52;0.18;1.28;0.0;AMF;491;0.0;0.92;175;1;0;2.02;42.11;56.76;38;1.28;Javier Currás Caballero;18.18;fuenlabrada;4.95;7;0.18;0.0;1.28;66.67;0.18;https://cdn5.wyscout.com/photos/team/public/g2087_120x120.png;22.0;0.0;0.0;Primera Division RFEF;75.23;0.0;0.0;['ESP'];0.46;1;left;15;6.78;19.98;2.93;0.37;23.1;0.18;0;0.0;0.37;3.48;0;0.0;39.22;0.18;0.0;1.65;2.02;0.0;2003-02-16;0.55;0.0;71.43;ESP;0.08;0.52;39.17;0.0;https://cdn5.wyscout.com/photos/players/public/g-289500_100x130.png;43.75;0.0;100.0;False;Fuenlabrada;3;72;2.35;9.35;['RW', 'LCMF', 'AMF'];1.1;0.0;0.0;0;0.0;0;3.85;15.58;Javi Currás;17.79;15;61.9;0.0;0000ff;88.89;5.87;0.52;1.28;0.55;0;0;0.0;0.0;0.0;1.65;0;RW;14.286;26.14;100.0;0.0;0.18;['Spain'];0.0;0.0;2025-06-30;50.0;6.6;2003-02-16;0.18;28.57;0.09;0.73;LCMF;0.0;22.0;12;Spain;Primera RFEF;2.0;Extremo Derecho;Extremo;Mediocampista Central Izquierdo;Mediocampista;Mediocampista Ofensivo;Mediapunta
-274734;76.67;0.0;100.0;0.0;0.0;13.37;0.0;0.0;0.0;0;202;0.29;0.0;192;0;0;0.0;25.0;0.0;100;0.0;Hernando Almodóvar Marrufo;0.0;hércules;0.0;0;0.0;0.0;0.45;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/773_120x120.png;0.0;0.0;0.89;Primera Division RFEF;97.06;0.0;0.45;['ESP'];0.0;0;right;2;0.0;15.15;7.57;0.0;22.72;0.0;6;0.0;0.45;1.78;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2003-11-03;0.0;0.0;86.27;ESP;0.0;0.0;0.0;2.67;https://cdn5.wyscout.com/photos/players/public/g-274734_100x130.png;64.71;0.0;0.0;False;Hércules;0;83;0.65;0.0;['GK'];0.45;0.0;0.0;0;0.0;0;5.79;14.7;Hernardo Marrufo;30.54;0;76.92;2.8;000080;0.0;0.45;0.0;0.0;0.0;0;0;0.0;0.0;6.29;0.45;0;GK;0.0;45.2;0.0;62.5;0.0;['Spain'];0.0;0.129;2026-06-30;100.0;8.91;2003-11-03;0.0;0.0;0.0;0.0;0;7.13;21.0;0;Spain;Primera RFEF;2.0;Portero;Portero;Desconocido;Desconocido;Desconocido;Desconocido
-226038;59.9;1.74;91.47;0.87;0.87;12.86;0.12;0.93;0.06;RDMF;1449;0.0;0.31;190;0;0;0.37;60.98;63.71;38;1.37;Carlos Mangada Rodríguez;57.5;hércules;6.02;22;0.68;60.0;0.12;28.57;0.31;https://cdn5.wyscout.com/photos/team/public/773_120x120.png;14.53;0.0;0.0;Primera Division RFEF;86.67;0.12;0.0;['ESP'];0.94;0;left;28;7.7;32.61;6.15;0.56;39.07;0.06;0;0.0;0.19;7.64;0;0.0;34.15;0.12;0.0;0.06;2.48;0.0;2001-02-19;0.31;0.0;81.08;ESP;0.06;0.13;56.84;0.0;https://cdn5.wyscout.com/photos/players/public/g-226038_100x130.png;53.54;0.0;40.0;False;Hércules;5;81;6.73;2.55;['DMF', 'LDMF', 'RDMF'];0.62;0.12;100.0;0;0.0;0;5.65;24.91;Carlos Mangada;21.69;36;71.43;0.0;000080;94.85;10.25;0.79;0.06;0.5;0;0;0.19;0.0;0.0;4.78;0;DMF;0.0;29.55;0.0;0.0;0.0;['Spain'];0.0;0.0;2025-06-30;50.0;16.02;2001-02-19;0.0;31.82;0.01;0.31;LDMF;0.0;24.0;17;Spain;Primera RFEF;2.0;Mediocampista Defensivo;Pivote;Mediocampista Defensivo Izquierdo;Pivote;Mediocampista Defensivo Derecho;Pivote
-163048;51.88;1.33;51.79;3.99;0.4;8.84;1.4;4.72;0.27;LW;1354;0.0;0.53;170;3;0;2.13;38.71;59.82;54;1.53;Álvaro Hernáiz Perera;23.53;hércules;4.45;23;1.33;25.0;1.26;65.0;4.52;https://cdn5.wyscout.com/photos/team/public/773_120x120.png;18.94;25.0;0.0;Primera Division RFEF;81.48;0.33;0.0;['ESP'];1.88;2;right;30;7.44;14.36;5.12;0.6;23.53;3.19;0;0.4;0.2;4.12;0;50.0;53.78;0.2;100.0;2.26;1.13;0.8;1997-11-22;0.33;0.07;61.86;ESP;0.13;1.2;52.63;0.0;https://cdn5.wyscout.com/photos/players/public/g-163048_100x130.png;32.47;0.0;30.88;False;Hércules;5;62;4.5;7.91;['RB', 'RW', 'LW'];4.45;1.33;66.67;1;0.0;0;5.38;14.96;Alvarito;24.71;14;67.9;0.0;000080;92.54;8.11;0.88;1.99;0.8;0;0;0.07;0.0;0.0;3.06;0;RB;13.043;30.2;33.33;0.0;0.2;['Spain'];0.0;0.0;0;29.85;7.44;1997-11-22;0.13;39.13;0.08;0.6;RW;0.0;27.0;13;Spain;Primera RFEF;2.0;Lateral Derecho;Lateral;Extremo Derecho;Extremo;Extremo Izquierdo;Extremo
-144250;61.76;0.97;73.89;3.4;0.12;3.94;0.66;3.4;0.08;CF;2327;0.0;0.15;185;11;0;1.43;77.36;54.87;15;2.05;Oriol Soldevila Puig;28.43;hércules;5.03;53;2.24;25.0;2.01;53.41;2.01;https://cdn5.wyscout.com/photos/team/public/773_120x120.png;19.96;33.33;0.0;Primera Division RFEF;82.21;0.31;0.04;['ESP'];5.88;11;left;30;4.37;17.83;0.85;0.54;20.61;1.2;0;0.15;0.43;2.05;0;25.0;39.75;0.15;0.0;0.85;3.94;0.31;2001-03-26;0.12;0.0;76.74;ESP;0.23;2.17;40.31;0.0;https://cdn5.wyscout.com/photos/players/public/g-144250_100x130.png;59.09;0.15;32.69;False;Hércules;3;76;3.15;9.44;['RCMF', 'AMF', 'CF'];2.13;0.81;25.0;0;0.0;2;2.78;15.01;Oriol Soldevila;17.91;14;63.89;0.0;000080;93.85;5.14;0.77;1.01;0.73;0;0;0.08;0.08;0.0;2.2;4;RCMF;20.755;19.95;32.26;0.0;0.43;['Spain'];0.0;0.0;2028-06-30;43.64;7.85;2001-03-26;0.43;43.4;0.08;2.51;AMF;0.0;24.0;12;Spain;Primera RFEF;2.0;Mediocampista Central Derecho;Mediocampista;Mediocampista Ofensivo;Mediapunta;Delantero Centro;Delantero
-508929;70.82;0.47;94.26;0.73;1.7;24.34;0.09;0.6;0.09;CB;2851;0.0;0.69;0;0;0;0.69;59.04;66.89;47;0.32;Mario Rivas Lago;40.0;real madrid castilla;3.41;10;1.1;4.55;0.57;39.13;0.35;https://cdn5.wyscout.com/photos/team/public/1299_120x120.png;12.5;100.0;0.0;Primera Division RFEF;92.31;0.19;0.0;['ESP'];1.06;0;unknown;30;4.67;49.69;8.33;0.09;58.27;0.32;0;0.0;0.25;9.25;0;0.0;53.23;0.09;0.0;0.0;3.95;0.0;2007-03-16;0.03;0.0;83.97;ESP;0.03;0.63;55.05;0.0;https://cdn5.wyscout.com/photos/players/public/g-508929_100x130.png;35.61;0.0;36.36;False;Real Madrid Castilla;1;0;4.59;1.96;['RCB3', 'RCB', 'CB'];1.14;0.03;33.33;0;0.0;0;10.16;43.15;Mario Rivas;22.04;26;69.25;0.0;313131;95.37;6.79;0.12;0.0;0.19;0;0;0.54;0.0;0.0;3.57;0;RCB3;0.0;43.0;30.0;0.0;0.0;['Spain'];0.0;0.0;2027-06-30;25.0;25.85;2007-03-16;0.0;50.0;0.02;0.6;RCB;0.0;18.0;20;Spain;Primera RFEF;2.0;Desconocido;Desconocido;Defensa Central Derecho;Central;Defensa Central;Central
-372177;73.39;1.73;92.48;0.12;0.25;11.49;0.03;0.43;0.06;RCMF;2913;0.0;0.31;190;0;0;0.62;71.29;63.51;33;0.53;José María Andrés Baixauli;53.49;real madrid castilla;5.81;17;0.4;30.0;0.37;75.0;0.06;https://cdn5.wyscout.com/photos/team/public/41_120x120.png;16.78;50.0;0.0;La Liga;88.43;0.06;0.03;['ESP'];1.55;0;right;32;6.52;36.58;2.22;0.34;38.87;0.0;0;0.0;0.37;6.24;0;0.0;50.0;0.22;0.0;0.0;5.31;0.0;2005-04-25;0.43;0.06;86.72;ESP;0.05;0.34;55.43;0.0;https://cdn5.wyscout.com/photos/players/public/g-372177_100x130.png;59.72;0.06;50.0;False;Real Madrid;14;77;6.85;2.16;['LCMF', 'DMF', 'RCMF'];0.43;0.06;71.43;0;0.03;0;5.16;24.96;Chema Andrés;18.39;29;77.84;0.0;313131;96.81;9.73;0.44;0.0;0.19;0;1;0.46;0.0;0.0;5.25;2;LCMF;0.0;35.43;0.0;0.0;0.0;['Spain'];0.0;0.0;2027-06-30;71.43;16.84;2005-04-25;0.0;29.41;0.01;0.8;DMF;0.0;20.0;19;Spain;Primera RFEF;2.0;Mediocampista Central Izquierdo;Mediocampista;Mediocampista Defensivo;Pivote;Mediocampista Central Derecho;Mediocampista
-372164;75.66;0.0;98.01;0.0;0.0;11.0;0.0;0.0;0.0;0;1849;-1.23;0.19;199;0;0;0.1;39.29;0.0;100;0.05;Francisco Javier González Pérez;72.73;real madrid castilla;0.0;1;0.0;25.0;0.15;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/41_120x120.png;0.83;0.0;2.29;La Liga;99.02;0.0;0.0;['ESP'];0.05;0;right;19;0.05;14.89;6.81;0.0;21.71;0.0;21;0.0;0.0;1.36;75;0.0;50.0;0.0;0.0;0.0;0.54;0.0;2005-06-24;0.0;0.0;86.77;ESP;0.0;0.0;64.71;1.02;https://cdn5.wyscout.com/photos/players/public/g-372164_100x130.png;60.0;0.0;0.0;False;Real Madrid;0;85;1.56;0.19;['GK'];0.15;0.0;0.0;0;0.0;0;5.21;13.14;Fran González;29.75;0;71.96;0.96;313131;0.0;1.12;0.0;0.0;0.0;5;0;0.05;0.0;19.77;1.12;0;GK;0.0;47.8;0.0;72.0;0.0;['Spain'];0.54;-0.06;2026-06-30;33.33;9.78;2005-06-24;0.0;0.0;0.0;0.05;0;3.65;20.0;0;Spain;Primera RFEF;2.0;Portero;Portero;Desconocido;Desconocido;Desconocido;Desconocido
-359438;74.6;0.95;80.36;1.32;0.19;5.96;0.09;1.23;0.09;AMF;952;0.0;0.0;0;2;0;1.04;70.59;70.49;31;1.61;Hugo de Llanos García;19.05;real madrid castilla;3.5;17;0.19;0.0;0.28;35.71;0.19;https://cdn5.wyscout.com/photos/team/public/1299_120x120.png;14.65;100.0;0.0;Primera Division RFEF;79.07;0.09;0.0;['ESP'];2.36;2;right;16;5.77;16.26;0.57;0.0;17.02;0.09;0;0.0;0.19;3.21;0;0.0;30.0;0.09;0.0;0.0;1.99;0.0;2005-03-18;0.09;0.0;77.78;ESP;0.22;0.33;44.52;0.0;https://cdn5.wyscout.com/photos/players/public/g-359438_100x130.png;50.0;0.0;50.0;False;Real Madrid Castilla;1;0;2.76;4.73;['LCMF', 'LW', 'AMF'];1.04;0.09;100.0;0;0.0;0;2.17;12.67;Hugo de Llanos;18.04;15;56.52;0.0;313131;89.19;6.14;0.0;0.0;0.47;0;0;0.0;0.0;0.0;2.08;0;LCMF;11.765;12.76;0.0;0.0;0.19;['Spain'];0.0;0.0;2027-06-30;36.36;5.29;2005-03-18;0.19;35.29;0.03;1.99;LW;0.0;20.0;14;Spain;Primera RFEF;2.0;Mediocampista Central Izquierdo;Mediocampista;Extremo Izquierdo;Extremo;Mediocampista Ofensivo;Mediapunta
-323030;77.16;0.67;89.94;1.53;0.04;10.41;0.49;1.79;0.36;AMF;2006;0.0;0.63;175;1;0;2.15;78.9;72.09;37;1.26;Pol Fortuny Aubareda;31.25;real madrid castilla;9.47;28;1.66;35.71;0.4;52.94;1.12;https://cdn5.wyscout.com/photos/team/public/g9519_120x120.png;14.63;41.67;0.0;Segunda Division RFEF;90.83;0.63;0.04;['ESP'];1.71;1;left;31;3.86;37.19;2.33;0.13;40.65;0.58;0;0.09;0.72;4.89;0;0.0;41.77;0.49;0.0;0.94;1.44;0.13;2005-03-11;0.22;0.0;87.75;ESP;0.08;4.64;47.24;0.0;https://cdn5.wyscout.com/photos/players/public/g-323030_100x130.png;61.54;0.36;40.0;False;Real Madrid C;5;66;2.92;7.09;['RCMF3', 'RCMF', 'AMF'];1.97;0.54;36.36;0;0.0;0;4.76;28.98;Pol Fortuny;18.04;19;87.74;0.0;313131;98.1;5.16;0.18;1.79;1.53;0;0;0.04;0.0;0.0;2.24;8;RCMF3;3.571;28.08;38.46;0.0;0.04;['Spain'];0.0;0.0;2026-06-30;50.0;15.16;2005-03-11;0.04;28.57;0.21;1.3;RCMF;0.0;20.0;15;Spain;Primera RFEF;2.0;Desconocido;Desconocido;Mediocampista Central Derecho;Mediocampista;Mediocampista Ofensivo;Mediapunta
-293432;68.03;1.01;68.35;6.89;0.09;3.75;1.54;6.45;1.29;RAMF;2928;0.0;0.15;173;11;0;1.44;62.75;60.45;26;2.37;Víctor Muñoz Villanueva;30.91;real madrid castilla;6.06;77;3.93;60.0;1.69;53.57;4.18;https://cdn5.wyscout.com/photos/team/public/41_120x120.png;22.9;42.42;0.0;La Liga;82.2;0.52;0.06;['ESP'];9.06;11;right;34;4.12;16.75;0.49;0.03;21.21;3.17;0;0.0;0.65;1.57;0;0.0;37.85;0.12;0.0;0.0;1.69;0.71;2003-07-13;0.18;0.0;72.61;ESP;0.28;4.33;40.13;0.0;https://cdn5.wyscout.com/photos/players/public/g-293432_100x130.png;31.25;0.18;36.03;False;Real Madrid;6;70;2.02;14.29;['CF', 'RWF', 'RAMF'];3.26;1.01;75.0;0;0.0;0;2.98;16.75;Victor Muñoz;18.19;25;84.54;0.0;313131;92.39;4.09;0.04;0.0;0.86;0;0;0.03;0.0;0.0;1.57;6;CF;14.286;12.01;33.98;0.0;0.34;['Spain'];0.0;0.0;2026-06-30;50.0;7.28;2003-07-13;0.34;49.35;0.13;3.47;RWF;0.0;21.0;11;Spain;Primera RFEF;2.0;Delantero Centro;Delantero;Delantero Extremo Derecho;Delantero;Mediocampista Ofensivo Derecho;Mediapunta
-283057;75.0;0.51;89.58;5.59;0.0;6.1;2.29;6.61;0.0;RWB;354;0.0;0.0;177;1;0;2.54;100.0;64.29;30;1.27;Daniel Yáñez Barla;20.0;real madrid castilla;9.15;5;2.54;0.0;0.51;63.64;3.56;https://cdn5.wyscout.com/photos/team/public/g25432_120x120.png;23.39;50.0;0.0;División de Honor Juvenil;86.36;0.76;0.0;['ESP'];0.66;1;left;13;3.56;27.97;1.78;0.25;33.31;3.05;0;0.0;1.02;2.54;0;0.0;48.33;0.0;0.0;0.76;2.54;0.25;2007-03-28;0.0;0.0;82.44;ESP;0.17;1.01;45.65;0.0;https://cdn5.wyscout.com/photos/players/public/g-283057_100x130.png;57.14;0.0;64.29;False;Real Madrid U19;0;67;4.78;15.25;['RW', 'RAMF', 'RWB'];2.54;0.51;0.0;0;0.0;0;4.07;21.86;Daniel Yáñez;16.89;23;75.0;0.0;313131;94.44;5.34;0.43;0.51;2.03;0;0;0.25;0.0;0.0;2.8;0;RW;20.0;11.14;66.67;0.0;0.25;['Spain'];0.0;0.0;0;70.0;12.2;2007-03-28;0.25;60.0;0.26;2.8;RAMF;0.0;18.0;12;Spain;Primera RFEF;2.0;Extremo Derecho;Extremo;Mediocampista Ofensivo Derecho;Mediapunta;Carrilero Derecho;Lateral
-282167;76.33;1.89;95.74;0.51;0.65;12.29;0.0;0.36;0.0;RCMF;1238;0.0;0.22;0;0;0;0.8;77.78;61.73;35;0.36;Antonio David Moreno Moreno;42.86;real madrid castilla;4.58;5;0.07;33.33;0.0;57.14;0.07;https://cdn5.wyscout.com/photos/team/public/1299_120x120.png;14.98;0.0;0.0;Primera Division RFEF;91.56;0.07;0.0;['ESP'];0.3;0;right;27;5.89;40.49;2.25;0.44;42.82;0.07;0;0.0;0.15;6.54;0;0.0;48.48;0.07;0.0;0.07;3.56;0.0;2005-10-11;0.29;0.0;89.13;ESP;0.02;0.05;51.46;0.0;https://cdn5.wyscout.com/photos/players/public/g-282167_100x130.png;48.39;0.0;0.0;False;Real Madrid Castilla;4;0;6.04;2.4;['DMF', 'RDMF', 'RCMF'];0.44;0.0;100.0;0;0.0;0;5.82;30.46;Antonio David;17.29;33;68.75;0.0;313131;93.65;8.36;0.61;0.0;0.36;0;0;0.44;0.0;0.0;4.29;0;DMF;0.0;21.98;0.0;0.0;0.0;['Spain'];0.0;0.0;0;33.33;20.5;2005-10-11;0.0;0.0;0.0;0.29;RDMF;0.0;19.0;19;Spain;Primera RFEF;2.0;Mediocampista Defensivo;Pivote;Mediocampista Defensivo Derecho;Pivote;Mediocampista Central Derecho;Mediocampista
-227162;57.5;1.27;66.67;1.5;0.0;2.31;0.12;1.39;0.06;0;1556;0.0;0.06;180;5;0;1.68;75.0;60.87;95;1.45;Lorenzo Zúñiga Owono;34.29;real madrid castilla;2.95;25;1.04;0.0;0.87;42.31;0.58;https://cdn5.wyscout.com/photos/team/public/1299_120x120.png;18.97;0.0;0.0;Primera Division RFEF;76.14;0.23;0.0;['ESP', 'EQG'];3.98;5;both;27;1.33;11.39;0.4;0.06;12.38;0.4;0;0.0;0.58;1.16;0;0.0;28.16;0.0;0.0;0.0;4.05;0.0;2003-01-18;0.29;0.0;71.96;ESP;0.23;0.67;29.88;0.0;https://cdn5.wyscout.com/photos/players/public/g-227162_100x130.png;28.57;0.06;20.0;False;Real Madrid Castilla;5;74;1.61;10.06;['CF'];1.04;0.17;0.0;0;0.06;1;1.27;6.3;L. Zúñiga Owono;13.21;0;63.64;0.0;313131;90.2;1.97;0.08;0.0;0.64;0;1;0.0;0.06;0.0;1.1;1;CF;20.0;3.95;28.57;0.0;0.29;['Spain', 'Equatorial Guinea'];0.0;0.0;2026-06-30;44.44;3.3;2003-01-18;0.29;44.0;0.04;1.97;0;0.0;22.0;0;Spain;Primera RFEF;2.0;Delantero Centro;Delantero;Desconocido;Desconocido;Desconocido;Desconocido
-172612;61.9;1.51;80.0;0.5;0.0;10.56;0.5;1.51;0.0;0;179;0.0;1.01;175;0;0;1.01;57.14;43.75;52;0.0;Cristian David Perea Cajiao;0.0;real madrid castilla;7.54;0;0.5;50.0;1.51;0.0;1.51;https://cdn5.wyscout.com/photos/team/public/g9519_120x120.png;17.09;100.0;0.0;Segunda Division RFEF;82.54;1.01;0.0;['ESP', 'COL'];0.0;0;right;4;8.04;31.68;2.01;0.5;34.69;1.01;0;0.0;0.0;7.04;0;0.0;45.45;1.01;0.0;0.0;1.51;0.0;2005-08-16;0.0;0.0;78.26;ESP;0.0;0.08;44.12;0.0;https://cdn5.wyscout.com/photos/players/public/g-172612_100x130.png;25.0;0.5;66.67;False;Real Madrid C;0;70;3.41;5.53;['LCMF', 'RCMF'];1.51;0.5;50.0;0;0.0;0;4.53;24.64;Cristian Perea;19.42;47;77.78;0.0;313131;100.0;6.54;0.68;0.0;0.5;0;0;0.0;0.0;0.0;2.51;1;LCMF;0.0;29.24;50.0;0.0;0.0;['Spain', 'Colombia'];0.0;0.0;2028-06-30;33.33;10.06;2005-08-16;0.0;0.0;0.04;0.0;RCMF;0.0;19.0;0;Spain;Primera RFEF;2.0;Mediocampista Central Izquierdo;Mediocampista;Mediocampista Central Derecho;Mediocampista;Desconocido;Desconocido
-169696;65.27;1.45;71.47;1.88;0.25;11.01;1.79;3.21;0.4;0;2919;0.0;0.46;170;1;0;0.74;65.19;60.78;61;0.55;Youssef Enriquez Lekhedim;40.43;real madrid castilla;8.02;18;1.66;13.33;1.97;54.1;6.07;https://cdn5.wyscout.com/photos/team/public/41_120x120.png;15.26;32.11;0.0;La Liga;88.34;0.43;0.09;['ESP', 'MAR'];1.28;1;left;35;7.15;28.03;3.7;0.25;37.28;0.12;0;0.0;0.43;4.16;0;0.0;39.86;0.03;0.0;0.06;1.45;0.86;2005-10-07;0.15;0.03;75.43;ESP;0.04;3.52;50.51;0.0;https://cdn5.wyscout.com/photos/players/public/g-169696_100x130.png;45.83;0.06;31.98;False;Real Madrid;5;62;4.76;4.41;['LWB', 'LB'];4.81;5.86;0.0;0;0.0;0;7.49;27.5;Yusi;20.84;19;72.43;0.0;313131;97.69;8.23;0.32;0.06;0.92;0;0;0.06;0.0;0.0;3.64;2;LWB;5.556;34.99;25.0;0.0;0.03;['Spain', 'Morocco'];0.0;0.0;2028-06-30;38.46;11.99;2005-10-07;0.03;44.44;0.11;0.96;LB;0.0;19.0;0;Spain;Primera RFEF;2.0;Carrilero Izquierdo;Lateral;Lateral Izquierdo;Lateral;Desconocido;Desconocido
-145733;58.44;0.68;86.67;1.71;0.57;8.77;1.03;2.51;0.68;CF;790;0.0;0.11;182;0;0;0.34;54.55;68.18;25;1.48;David Ruiz Montero;70.0;real madrid castilla;10.03;13;2.51;0.0;2.28;73.33;2.96;https://cdn5.wyscout.com/photos/team/public/1299_120x120.png;11.05;36.0;0.0;Primera Division RFEF;88.56;0.34;0.11;['ESP'];0.5;0;left;18;5.01;34.86;2.62;0.34;40.44;0.11;0;0.0;0.23;3.76;0;0.0;48.57;0.11;0.0;0.23;1.14;0.11;2003-04-17;0.11;0.11;80.56;ESP;0.06;0.6;58.76;0.0;https://cdn5.wyscout.com/photos/players/public/g-145733_100x130.png;26.09;0.0;34.62;False;Real Madrid Castilla;1;75;2.53;3.99;['LAMF', 'LB', 'CF'];2.73;2.85;0.0;0;0.0;0;4.78;29.85;David Ruiz;19.66;25;54.76;0.0;313131;96.59;5.58;0.47;0.23;0.91;0;0;0.23;0.0;0.0;1.82;0;LAMF;0.0;21.46;0.0;0.0;0.0;['Spain'];0.0;0.0;2026-06-30;41.67;15.38;2003-04-17;0.0;15.38;0.07;1.25;LB;0.0;22.0;12;Spain;Primera RFEF;2.0;Mediocampista Ofensivo Izquierdo;Mediapunta;Lateral Izquierdo;Lateral;Delantero Centro;Delantero
-140753;64.96;0.74;80.43;3.36;0.0;6.67;0.34;3.63;0.29;0;3425;0.0;0.42;168;25;0;1.21;69.6;52.38;62;2.6;Gonzalo García Torres;45.91;real madrid castilla;6.52;99;1.5;43.75;1.55;53.91;0.81;https://cdn5.wyscout.com/photos/team/public/41_120x120.png;18.13;30.77;0.0;La Liga;82.17;0.26;0.08;['ESP'];21.86;19;right;36;2.76;22.99;1.6;0.05;25.36;0.47;0;0.0;0.74;3.28;0;0.0;37.99;0.29;66.667;0.03;4.18;0.11;2004-03-24;0.11;0.05;78.65;ESP;0.57;2.38;40.72;0.0;https://cdn5.wyscout.com/photos/players/public/g-140753_100x130.png;47.54;0.05;35.48;False;Real Madrid;4;0;3.07;8.65;['CF', 'LWF'];1.55;0.34;36.36;9;0.0;5;3.55;18.89;Gonzalo García;17.54;28;71.85;0.0;313131;93.55;3.86;0.07;0.0;0.63;0;0;0.11;0.13;0.0;2.36;2;CF;25.253;32.74;38.89;0.0;0.66;['Spain'];0.0;0.0;2027-06-30;54.24;7.38;2004-03-24;0.5;54.55;0.06;3.52;LWF;0.0;21.0;0;Spain;Primera RFEF;2.0;Delantero Centro;Delantero;Delantero Extremo Izquierdo;Delantero;Desconocido;Desconocido
