id;successful_forward_passes_percent;fouls_avg;successful_vertical_passes_percent;dribbles_avg;back_pass_to_gk_avg;forward_passes_avg;deep_completed_cross_avg;successful_attacking_actions_avg;accelerations_avg;third_position;minutes_on_field;prevented_goals;through_passes_avg;height;goals;market_value;foul_suffered_avg;accurate_passes_to_final_third_percent;defensive_duels_won;primary_position_percent;shots_avg;full_name;aerial_duels_won;last_club_name;back_passes_avg;shots;progressive_run_avg;successful_through_passes_percent;received_long_pass_avg;successful_dribbles_percent;crosses_avg;current_team_logo;duels_avg;successful_cross_from_left_percent;goalkeeper_exits_avg;domestic_competition_name;accurate_short_medium_pass_percent;key_passes_avg;pre_assist_avg;passport_country_codes;xg_shot;non_penalty_goal;foot;total_matches;defensive_duels_avg;short_medium_pass_avg;long_passes_avg;tackle_avg;passes_avg;cross_from_right_avg;conceded_goals;direct_free_kicks_taken_avg;deep_completed_pass_avg;passes_to_final_third_avg;shots_against;direct_free_kicks_on_target_percent;offensive_duels_won;smart_passes_avg;penalties_conversion_percent;free_kicks_taken_avg;aerial_duels_avg;cross_to_goalie_box_avg;birth_date;yellow_cards_avg;pre_pre_assist_avg;accurate_passes_percent;birth_country_code;xg_shot_avg;xg_assist;duels_won;conceded_goals_avg;image;successful_long_passes_percent;assists_avg;accurate_crosses_percent;on_loan;current_team_name;yellow_cards;weight;possession_adjusted_interceptions;offensive_duels_avg;positions;pass_to_penalty_area_avg;cross_from_left_avg;accurate_smart_passes_percent;penalties_taken;red_cards_avg;head_goals;progressive_pass_avg;received_pass_avg;name;average_pass_length;secondary_position_percent;successful_progressive_pass_percent;xg_save_avg;current_team_color;successful_back_passes_percent;successful_defensive_actions_avg;possession_adjusted_tackle;corners_taken_avg;shot_assists_avg;clean_sheets;red_cards;shot_block_avg;head_goals_avg;xg_save;interceptions_avg;assists;primary_position;goal_conversion_percent;average_long_pass_length;successful_cross_from_right_percent;save_percent;goals_avg;passport_country_names;gk_aerial_duels_avg;prevented_goals_avg;contract_expires;accurate_pass_to_penalty_area_percent;vertical_passes_avg;birth_day;non_penalty_goal_avg;shots_on_target_percent;xg_assist_avg;touch_in_box_avg;secondary_position;shots_against_avg;age;third_position_percent;birth_country_name
-120887;65.57;2.23;71.23;1.82;0.07;4.12;0.27;2.3;0.07;0;1333;0.0;0.61;172;6;700000;1.82;54.17;45.61;62;2.43;Bryan Mendoza Cruz;29.63;Lugo;3.98;36;0.61;33.33;1.08;59.26;0.88;https://cdn5.wyscout.com/photos/team/public/4433_120x120.png;20.46;42.86;0.0;Liga de Expansión MX;80.29;0.14;0.0;['MEX'];5.91;2;right;25;3.85;14.04;1.08;0.54;15.93;0.41;0;0.0;0.61;1.62;0;0.0;41.18;0.27;100.0;0.0;5.47;0.0;1997-09-08;0.54;0.0;75.42;MEX;0.4;0.13;36.3;0.0;https://cdn5.wyscout.com/photos/players/public/g-120887_100x130.png;43.75;0.0;38.46;False;Celaya;8;74;2.72;8.03;['CF', 'LW'];1.35;0.47;50.0;4;0.14;0;2.3;9.52;B. Mendoza;16.51;21;79.41;0.0;000000;89.83;4.19;0.78;0.0;0.41;0;2;0.07;0.0;0.0;1.89;0;CF;16.667;14.1;33.33;0.0;0.41;['Mexico'];0.0;0.0;0;40.0;4.93;1997-09-08;0.14;30.56;0.01;2.5;LW;0.0;27.0;0;Mexico
372431;80.5;0.41;93.5;0.6;1.01;18.24;0.28;0.87;0.18;RCMF;3922;0.0;0.62;178;1;700000;1.08;77.27;66.67;26;0.76;Sergio Molina Beloqui;44.26;FC Andorra;6.54;33;0.85;22.22;0.62;53.85;0.85;https://cdn5.wyscout.com/photos/team/public/g-10947_120x120.png;11.61;47.06;0.0;Primera Division RFEF;92.33;0.09;0.05;['ESP'];1.62;1;right;42;4.68;47.0;5.69;0.25;53.44;0.46;0;0.21;0.5;8.58;0;11.11;45.51;0.09;0.0;1.42;1.4;0.11;1996-02-18;0.05;0.07;87.81;ESP;0.04;3.79;53.75;0.0;https://cdn5.wyscout.com/photos/players/public/g372431_100x130.png;57.26;0.0;35.14;False;FC Andorra;2;70;6.09;3.58;['DMF', 'LCMF3', 'RCMF'];1.65;0.39;50.0;0;0.0;0;8.95;40.53;Sergio Molina;18.44;18;78.72;0.0;000000;91.93;6.98;0.43;1.88;1.31;0;0;0.34;0.0;0.0;3.6;0;DMF;3.03;35.78;25.0;0.0;0.02;['Spain'];0.0;0.0;2025-06-30;47.22;20.47;1996-02-18;0.02;27.27;0.09;0.44;LCMF3;0.0;29.0;15;Spain
-167683;60.11;1.08;72.25;1.91;0.47;13.52;0.93;2.05;0.25;RAMF;2503;0.0;0.36;177;0;600000;0.9;58.78;60.08;61;0.5;Diego  Moreno Garbayo;51.56;Osasuna Promesas;4.53;14;1.19;50.0;1.29;56.6;2.66;https://cdn5.wyscout.com/photos/team/public/2717_120x120.png;18.84;50.0;0.0;Primera Division RFEF;80.47;0.29;0.04;['ESP'];0.59;0;right;31;9.28;21.36;5.18;0.58;29.16;2.34;0;0.04;0.36;5.32;0;0.0;43.97;0.04;0.0;0.14;2.3;0.25;2001-06-21;0.43;0.07;69.42;ESP;0.02;1.68;53.44;0.0;https://cdn5.wyscout.com/photos/players/public/g-167683_100x130.png;42.36;0.04;32.43;False;Osasuna Promesas;12;70;6.69;5.07;['RB', 'LB', 'RAMF'];2.73;0.29;0.0;0;0.0;0;7.95;16.94;Diego Moreno;20.46;13;65.16;0.0;d42d29;92.86;11.72;0.69;0.11;0.61;0;0;0.29;0.0;0.0;5.57;1;RB;0.0;32.61;30.77;0.0;0.0;['Spain'];0.0;0.0;2026-06-30;36.84;7.51;2001-06-21;0.0;21.43;0.06;0.43;LB;0.0;23.0;11;Spain
147134;64.35;0.6;61.26;8.69;0.24;6.9;1.62;7.85;0.6;LWF;1501;0.0;0.36;190;5;600000;0.72;67.39;66.15;60;3.0;Tiago Manuel Dias Correia;16.67;Ibiza;8.33;50;4.98;16.67;2.28;60.0;5.94;https://cdn5.wyscout.com/photos/team/public/g39898_120x120.png;25.96;30.26;0.0;Primera Division RFEF;82.03;0.54;0.24;['PRT', 'CPV'];3.49;5;right;18;3.9;26.02;2.46;0.12;34.06;1.38;0;0.3;1.08;2.76;0;20.0;38.94;0.18;0.0;0.66;1.8;0.78;1990-07-12;0.06;0.0;70.42;PRT;0.21;3.32;39.95;0.0;https://cdn5.wyscout.com/photos/players/public/54635_100x130.png;43.9;0.24;29.29;False;Ibiza;1;83;3.05;18.17;['LW', 'LAMF', 'LWF'];5.58;4.56;0.0;1;0.0;0;5.16;23.62;Bebé;20.27;16;77.91;0.0;000000;89.21;4.62;0.19;1.68;1.32;0;0;0.0;0.0;0.0;1.92;4;LW;10.0;36.75;26.09;0.0;0.3;['Portugal', 'Cape Verde Islands'];0.0;0.0;2025-06-30;36.56;11.45;1990-07-12;0.3;30.0;0.2;2.28;LAMF;0.0;34.0;11;Portugal
190804;72.41;0.43;82.39;3.21;0.18;13.28;0.61;3.08;0.09;AMF;2948;0.0;1.25;178;7;600000;1.68;69.96;63.33;25;2.08;Alejandro Gallar Falguera;33.33;Ibiza;8.49;68;1.8;53.66;1.13;45.71;2.14;https://cdn5.wyscout.com/photos/team/public/g39898_120x120.png;14.17;44.44;0.0;Primera Division RFEF;86.91;0.67;0.06;['ESP'];5.97;6;left;35;2.75;38.71;3.6;0.12;44.33;1.56;0;0.18;1.8;7.11;0;66.67;38.72;0.52;50.0;1.37;0.92;0.43;1992-03-19;0.18;0.0;81.06;ESP;0.18;7.02;42.89;0.0;https://cdn5.wyscout.com/photos/players/public/78614_100x130.png;48.31;0.31;27.14;False;Ibiza;6;71;2.11;9.07;['CF', 'RW', 'AMF'];4.64;0.55;70.59;2;0.0;1;8.67;33.95;Álex Gallar;18.57;17;86.97;0.0;000000;92.09;3.21;0.19;2.81;1.98;0;0;0.03;0.03;0.0;1.34;10;CF;10.294;36.31;21.57;0.0;0.21;['Spain'];0.0;0.0;2025-06-30;47.37;15.6;1992-03-19;0.18;32.35;0.21;1.53;RW;0.0;33.0;15;Spain
427959;73.45;0.03;95.24;0.0;0.0;15.97;0.0;0.0;0.0;0;3099;-2.1;0.17;179;0;600000;0.26;39.74;50.0;100;0.0;Ramón Juan Ramírez;100.0;Ibiza;0.06;0;0.0;16.67;0.26;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/g39898_120x120.png;0.58;0.0;0.84;Primera Division RFEF;98.24;0.0;0.0;['ESP'];0.0;0;right;32;0.06;18.18;10.19;0.03;28.46;0.0;26;0.0;0.0;2.27;93;0.0;100.0;0.0;0.0;0.0;0.32;0.0;1999-12-10;0.03;0.0;82.86;ESP;0.0;0.0;95.0;0.76;https://cdn5.wyscout.com/photos/players/public/g427959_100x130.png;56.13;0.0;0.0;False;Ibiza;1;79;4.43;0.09;['GK'];0.12;0.0;0.0;0;0.0;0;6.21;18.76;Ramón Juan;31.08;0;59.81;0.69;000000;50.0;3.05;0.04;0.0;0.0;14;0;0.0;0.0;23.9;2.99;0;GK;0.0;47.02;0.0;72.04;0.0;['Spain'];0.32;-0.061;2025-06-30;0.0;11.59;1999-12-10;0.0;0.0;0.0;0.09;0;2.7;25.0;0;Spain
145641;65.33;1.37;78.8;2.02;0.03;6.48;0.33;2.38;0.07;0;2763;0.0;0.55;184;6;600000;1.5;66.67;45.0;46;1.43;Juan Carlos Real Ruiz;34.57;Real Murcia;4.46;44;1.27;41.18;1.21;56.45;1.21;https://cdn5.wyscout.com/photos/team/public/51_120x120.png;18.05;22.22;0.0;Primera Division RFEF;80.77;0.42;0.0;['ESP'];7.95;5;right;37;4.56;17.79;1.53;0.0;20.49;0.88;0;0.13;1.01;3.32;0;25.0;39.27;0.29;50.0;1.21;2.64;0.1;1991-03-15;0.07;0.03;75.99;ESP;0.26;4.44;38.45;0.0;https://cdn5.wyscout.com/photos/players/public/62062_100x130.png;55.32;0.13;29.73;False;Real Murcia;2;73;1.57;8.05;['CF', 'AMF'];2.35;0.29;55.56;2;0.0;0;3.39;12.25;Juan Carlos Real;18.16;42;80.77;0.0;FF0000;90.51;3.26;0.0;2.7;1.4;0;0;0.0;0.0;0.0;1.21;4;CF;13.636;24.87;33.33;0.0;0.2;['Spain'];0.0;0.0;2025-06-30;51.39;5.99;1991-03-15;0.16;50.0;0.14;1.92;AMF;0.0;34.0;0;Spain
520258;80.49;0.0;91.67;0.0;0.0;15.34;0.0;0.0;0.0;0;481;-1.42;0.19;188;0;600000;0.0;79.17;0.0;100;0.0;Diego Altube Suárez;100.0;Zamora;0.0;0;0.0;0.0;0.75;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/1540_120x120.png;0.19;0.0;1.12;Segunda Liga;100.0;0.0;0.0;['ESP'];0.0;0;right;5;0.0;8.05;12.35;0.0;20.4;0.0;7;0.0;0.0;4.49;19;0.0;0.0;0.0;0.0;0.0;0.19;0.0;2000-02-22;0.19;0.0;83.49;ESP;0.0;0.0;100.0;1.31;https://cdn5.wyscout.com/photos/players/public/g520258_100x130.png;72.73;0.0;0.0;False;Feirense;1;87;1.14;0.0;['GK'];0.19;0.0;0.0;0;0.0;0;9.92;13.1;Diego Altube;39.1;0;84.91;1.04;0000FF;0.0;0.75;0.0;0.0;0.0;0;0;0.0;0.0;5.58;0.75;0;GK;0.0;51.84;0.0;63.16;0.0;['Spain'];0.19;-0.266;0;0.0;4.49;2000-02-22;0.0;0.0;0.0;0.0;0;3.56;25.0;0;Spain
-207254;70.45;1.95;79.21;2.02;1.22;13.82;1.15;2.76;0.17;0;2579;0.0;0.24;183;0;600000;1.05;64.75;57.22;96;0.73;Jesús Clemente Corcho;57.53;FC Andorra;8.58;21;1.54;28.57;2.3;67.24;3.94;https://cdn5.wyscout.com/photos/team/public/g-10947_120x120.png;16.72;100.0;0.0;Primera Division RFEF;89.52;0.35;0.03;['ESP'];1.45;0;right;34;6.53;35.28;3.87;0.07;42.92;3.91;0;0.0;0.52;4.85;0;0.0;50.31;0.03;0.0;0.0;2.55;0.28;2000-09-08;0.21;0.0;79.76;ESP;0.05;1.32;52.82;0.0;https://cdn5.wyscout.com/photos/players/public/g-207254_100x130.png;39.64;0.14;29.2;False;FC Andorra;6;77;5.48;5.62;['RB'];3.56;0.03;100.0;0;0.03;0;7.36;32.38;Jesús Clemente;20.19;0;73.46;0.0;000000;97.97;6.98;0.12;0.03;0.59;0;1;0.07;0.0;0.0;3.18;4;RB;0.0;34.14;28.57;0.0;0.0;['Spain'];0.0;0.0;2025-06-30;41.18;14.1;2000-09-08;0.0;28.57;0.05;1.15;0;0.0;24.0;0;Spain
59007;76.74;0.95;92.15;0.17;1.17;16.75;0.13;0.56;0.04;RCB;2079;0.0;0.13;192;0;550000;0.61;64.77;73.12;39;0.61;Bernardo José Espinosa Zúñiga;74.62;Marbella;1.82;14;0.22;33.33;0.17;75.0;0.13;https://cdn5.wyscout.com/photos/team/public/2107_120x120.png;12.47;100.0;0.0;Primera Division RFEF;89.41;0.0;0.0;['COL', 'ESP'];1.74;0;right;23;4.03;30.26;5.76;0.17;36.1;0.09;0;0.0;0.04;3.81;0;0.0;50.0;0.0;0.0;0.0;5.63;0.04;1989-07-11;0.26;0.0;84.65;COL;0.08;0.0;69.79;0.0;https://cdn5.wyscout.com/photos/players/public/20276_100x130.png;59.4;0.0;100.0;False;Marbella;6;85;7.74;0.87;['CB', 'LCB', 'RCB'];0.35;0.04;0.0;0;0.04;0;7.45;22.51;B. Espinosa;21.82;37;66.28;0.0;0000FF;97.62;8.79;0.24;0.0;0.0;0;1;0.65;0.0;0.0;5.67;0;CB;0.0;38.51;100.0;0.0;0.0;['Colombia', 'Spain'];0.0;0.0;2026-06-30;62.5;14.89;1989-07-11;0.0;50.0;0.0;0.56;LCB;0.0;35.0;23;Colombia
