id;successful_forward_passes_percent;fouls_avg;successful_vertical_passes_percent;dribbles_avg;back_pass_to_gk_avg;forward_passes_avg;deep_completed_cross_avg;successful_attacking_actions_avg;accelerations_avg;third_position;minutes_on_field;prevented_goals;through_passes_avg;height;goals;market_value;foul_suffered_avg;accurate_passes_to_final_third_percent;defensive_duels_won;primary_position_percent;shots_avg;full_name;aerial_duels_won;last_club_name;back_passes_avg;shots;progressive_run_avg;successful_through_passes_percent;received_long_pass_avg;successful_dribbles_percent;crosses_avg;current_team_logo;duels_avg;successful_cross_from_left_percent;goalkeeper_exits_avg;domestic_competition_name;accurate_short_medium_pass_percent;key_passes_avg;pre_assist_avg;passport_country_codes;xg_shot;non_penalty_goal;foot;total_matches;defensive_duels_avg;short_medium_pass_avg;long_passes_avg;tackle_avg;passes_avg;cross_from_right_avg;conceded_goals;direct_free_kicks_taken_avg;deep_completed_pass_avg;passes_to_final_third_avg;shots_against;direct_free_kicks_on_target_percent;offensive_duels_won;smart_passes_avg;penalties_conversion_percent;free_kicks_taken_avg;aerial_duels_avg;cross_to_goalie_box_avg;birth_date;yellow_cards_avg;pre_pre_assist_avg;accurate_passes_percent;birth_country_code;xg_shot_avg;xg_assist;duels_won;conceded_goals_avg;image;successful_long_passes_percent;assists_avg;accurate_crosses_percent;on_loan;current_team_name;yellow_cards;weight;possession_adjusted_interceptions;offensive_duels_avg;positions;pass_to_penalty_area_avg;cross_from_left_avg;accurate_smart_passes_percent;penalties_taken;red_cards_avg;head_goals;progressive_pass_avg;received_pass_avg;name;average_pass_length;secondary_position_percent;successful_progressive_pass_percent;xg_save_avg;current_team_color;successful_back_passes_percent;successful_defensive_actions_avg;possession_adjusted_tackle;corners_taken_avg;shot_assists_avg;clean_sheets;red_cards;shot_block_avg;head_goals_avg;xg_save;interceptions_avg;assists;primary_position;goal_conversion_percent;average_long_pass_length;successful_cross_from_right_percent;save_percent;goals_avg;passport_country_names;gk_aerial_duels_avg;prevented_goals_avg;contract_expires;accurate_pass_to_penalty_area_percent;vertical_passes_avg;birth_day;non_penalty_goal_avg;shots_on_target_percent;xg_assist_avg;touch_in_box_avg;secondary_position;shots_against_avg;age;third_position_percent;birth_country_name
220646;63.07;0.56;89.29;0.33;0.28;14.23;0.05;0.46;0.0;0;1936;0.0;0.33;193;2;1500000;0.33;54.23;78.08;94;0.74;Fabián Ariel Noguera;71.95;Abha;0.7;16;0.84;57.14;0.23;57.14;0.09;https://cdn5.wyscout.com/photos/team/public/3377_120x120.png;8.74;0.0;0.0;Division 1;83.69;0.09;0.0;['ARG'];1.39;2;right;19;3.39;15.11;8.0;0.0;23.2;0.05;0;0.05;0.33;6.6;0;0.0;35.0;0.0;0.0;0.05;3.81;0.0;1993-03-20;0.19;0.0;71.94;ARG;0.06;0.28;67.55;0.0;https://cdn5.wyscout.com/photos/players/public/g220646_100x130.png;50.0;0.0;50.0;False;Abha;4;95;5.07;0.93;['RCB'];0.79;0.05;0.0;0;0.0;1;7.07;11.58;F. Noguera;28.21;0;71.71;0.0;000000;73.33;6.42;0.0;0.0;0.14;0;0;0.33;0.05;0.0;3.77;0;RCB;12.5;43.56;100.0;0.0;0.09;['Argentina'];0.0;0.0;2025-07-31;29.41;6.51;1993-03-20;0.09;31.25;0.01;0.84;0;0.0;32.0;0;Argentina
-86903;72.41;0.64;68.09;1.47;0.09;2.67;0.28;1.2;0.18;0;978;0.0;0.37;180;1;1500000;0.37;77.78;61.9;99;1.38;Moussa  Djitté;45.71;Al Faisaly;5.52;15;1.01;25.0;1.56;37.5;0.74;https://cdn5.wyscout.com/photos/team/public/2993_120x120.png;12.61;25.0;0.0;Division 1;82.76;0.18;0.18;['SEN'];2.2;1;right;13;1.93;13.34;0.64;0.0;14.72;0.37;0;0.0;0.74;0.83;0;0.0;29.03;0.28;0.0;0.0;3.22;0.18;1999-10-04;0.0;0.09;78.75;SEN;0.2;0.17;40.15;0.0;https://cdn5.wyscout.com/photos/players/public/g-86903_100x130.png;57.14;0.0;25.0;False;Al Faisaly;0;74;2.28;5.71;['CF'];1.29;0.37;33.33;0;0.0;1;1.93;8.65;M. Djitté;16.54;0;76.19;0.0;800000;90.0;2.48;0.0;0.0;0.18;0;0;0.09;0.09;0.0;1.29;0;CF;6.667;19.93;25.0;0.0;0.09;['Senegal'];0.0;0.0;2026-06-30;42.86;4.33;1999-10-04;0.09;26.67;0.02;2.76;0;0.0;25.0;0;Senegal
182709;55.29;1.03;77.91;0.42;0.03;2.73;0.06;1.44;0.06;0;2803;0.0;0.0;198;16;900000;0.39;63.04;45.95;96;2.47;Zinho Gano;50.77;Al Hazem;4.88;77;0.29;0.0;1.35;46.15;0.1;https://cdn5.wyscout.com/photos/team/public/2801_120x120.png;10.88;0.0;0.0;Division 1;81.7;0.13;0.0;['BEL', 'GNB'];15.55;14;left;32;1.19;12.46;0.48;0.0;13.04;0.06;0;0.0;0.42;1.48;0;0.0;22.43;0.0;66.667;0.0;4.17;0.0;1993-10-13;0.1;0.0;80.54;BEL;0.5;0.67;37.46;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;53.33;0.13;66.67;False;Al Hazem;3;93;1.82;3.44;['CF'];0.58;0.03;0.0;3;0.0;6;1.06;8.93;Zinho Gano;14.26;0;60.61;0.0;000000;92.11;1.73;0.0;0.0;0.42;0;0;0.06;0.19;0.0;1.19;4;CF;20.779;15.34;100.0;0.0;0.51;['Belgium', 'Guinea-Bissau'];0.0;0.0;0;33.33;2.76;1993-10-13;0.45;48.05;0.02;3.37;0;0.0;31.0;0;Belgium
299846;70.77;1.42;93.21;0.79;0.74;13.54;0.22;0.85;0.11;RCMF;3297;0.0;0.71;175;0;900000;0.46;68.34;66.67;33;1.12;Hamidou Traoré;43.48;Al Arabi;4.2;41;1.04;38.46;0.41;58.62;0.35;https://cdn5.wyscout.com/photos/team/public/g14072_120x120.png;14.74;50.0;0.0;Division 1;90.21;0.16;0.0;['MLI'];1.9;0;right;31;6.63;30.96;5.84;0.33;37.1;0.27;0;0.03;0.44;8.71;0;0.0;44.32;0.11;0.0;0.05;1.88;0.08;1996-10-07;0.22;0.11;84.33;MLI;0.05;1.15;54.81;0.0;https://cdn5.wyscout.com/photos/players/public/g299846_100x130.png;54.21;0.05;69.23;False;Al Arabi;8;70;5.28;4.8;['RDMF', 'LDMF', 'RCMF'];1.09;0.05;50.0;0;0.0;0;7.7;25.47;H. Traoré;21.09;25;79.79;0.0;000000;95.45;8.22;0.5;0.0;0.38;0;0;0.3;0.0;0.0;3.47;2;RDMF;0.0;37.31;70.0;0.0;0.0;['Mali'];0.0;0.0;0;52.5;15.29;1996-10-07;0.0;7.32;0.03;0.68;LDMF;0.0;28.0;18;Mali
330383;76.99;0.85;92.75;0.52;0.52;14.81;0.0;0.33;0.0;LCB;1373;0.0;0.33;188;0;850000;0.79;60.0;62.3;26;0.79;Alexandru Albu;50.98;Al Safa;3.74;12;1.05;40.0;0.66;25.0;0.2;https://cdn5.wyscout.com/photos/team/public/3941_120x120.png;11.6;0.0;0.0;Superliga;89.91;0.13;0.0;['ROU'];0.74;0;left;14;4.0;37.69;4.33;0.72;42.21;0.07;0;0.07;0.39;5.9;0;0.0;42.86;0.07;0.0;0.07;3.34;0.0;1993-08-17;0.07;0.0;86.65;ROU;0.05;0.75;54.8;0.0;https://cdn5.wyscout.com/photos/players/public/g330383_100x130.png;62.12;0.13;0.0;False;Botoşani;1;75;6.22;2.75;['RCB', 'DMF', 'LCB'];1.05;0.13;0.0;0;0.0;0;5.83;30.42;A. Albu;20.93;16;70.79;0.0;103271;92.98;7.28;1.1;0.0;0.26;0;0;0.33;0.0;0.0;4.06;2;RCB;0.0;42.68;0.0;0.0;0.0;['Romania'];0.0;0.0;2026-06-30;37.5;18.09;1993-08-17;0.0;25.0;0.05;0.72;DMF;0.0;31.0;12;Romania
161803;75.76;1.68;91.04;0.28;0.19;15.4;0.09;0.47;0.09;LDMF;964;0.0;0.47;177;0;850000;1.87;72.15;66.67;25;0.28;Nebojša Kosović;22.73;Al Ta'ee;4.29;3;1.31;60.0;0.47;33.33;0.56;https://cdn5.wyscout.com/photos/team/public/g3517_120x120.png;15.96;0.0;0.0;Division 1;90.13;0.47;0.0;['SER'];0.14;0;right;12;7.28;35.01;2.71;0.28;38.28;0.37;0;0.0;0.75;7.38;0;0.0;48.84;0.47;0.0;0.0;2.05;0.0;1995-02-24;0.28;0.0;86.1;SER;0.01;0.2;51.46;0.0;https://cdn5.wyscout.com/photos/players/public/68087_100x130.png;48.28;0.0;16.67;False;Al Ta'ee;3;71;5.97;4.01;['RDMF', 'RCMF3', 'LDMF'];1.4;0.09;40.0;0;0.0;0;6.16;26.61;N. Kosović;18.05;21;87.88;0.0;000000;100.0;8.78;0.46;0.0;0.47;0;0;0.09;0.0;0.0;3.64;0;RDMF;0.0;29.97;25.0;0.0;0.0;['Serbia'];0.0;0.0;0;40.0;12.51;1995-02-24;0.0;33.33;0.02;0.56;RCMF3;0.0;30.0;20;Serbia
396571;59.09;1.78;78.21;4.02;0.09;8.23;0.65;3.65;0.19;AMF;962;0.0;1.59;170;4;850000;2.62;45.24;62.3;42;2.43;Júnior Leandro Mendieta;39.29;Al Faisaly;6.55;26;2.06;17.65;2.34;51.16;1.87;https://cdn5.wyscout.com/photos/team/public/2993_120x120.png;22.92;14.29;0.0;Division 1;78.54;0.37;0.0;['ARG'];3.3;4;right;15;5.71;23.11;2.71;1.4;27.6;1.12;0;0.09;0.84;3.93;0;0.0;41.67;1.03;0.0;0.19;2.62;0.09;1993-06-13;0.19;0.0;72.54;ARG;0.31;0.11;44.9;0.0;https://cdn5.wyscout.com/photos/players/public/g396571_100x130.png;48.28;0.0;30.0;False;Al Faisaly;2;64;1.68;12.35;['LW', 'LWF', 'AMF'];2.34;0.65;18.18;0;0.0;2;4.02;21.61;J. Mendieta;17.59;19;76.74;0.0;800000;87.14;5.99;2.28;0.09;0.28;0;0;0.09;0.19;0.0;1.03;0;LW;15.385;20.9;33.33;0.0;0.37;['Argentina'];0.0;0.0;2026-06-30;48.0;7.3;1993-06-13;0.37;34.62;0.01;2.81;LWF;0.0;31.0;14;Argentina
121168;71.11;0.9;63.58;2.57;0.0;2.89;0.58;3.69;0.16;0;2805;0.0;0.13;180;13;800000;0.67;69.57;47.73;69;3.02;Romell Samir Quioto Robinson;48.62;Al Arabi;5.33;94;1.6;25.0;3.14;61.25;1.99;https://cdn5.wyscout.com/photos/team/public/g14072_120x120.png;13.57;28.57;0.0;Division 1;85.42;0.39;0.06;['HND'];15.96;12;right;28;1.41;14.09;1.22;0.0;17.07;0.83;0;0.19;0.77;1.48;0;16.67;37.07;0.06;50.0;0.26;3.5;0.35;1991-09-09;0.16;0.0;76.88;HND;0.51;2.35;39.95;0.0;https://cdn5.wyscout.com/photos/players/public/84006_100x130.png;47.37;0.13;29.03;False;Al Arabi;5;78;1.41;7.44;['CF'];1.67;1.12;50.0;2;0.03;1;1.83;13.32;R. Quioto;17.64;0;78.95;0.0;000000;92.77;1.57;0.0;0.1;0.55;0;1;0.1;0.03;0.0;0.9;4;CF;13.83;33.6;30.77;0.0;0.42;['Honduras'];0.0;0.0;2025-06-30;48.08;5.55;1991-09-09;0.39;50.0;0.08;4.49;0;0.0;33.0;0;Honduras
192849;75.0;1.22;56.25;4.01;0.09;4.18;0.52;3.22;0.09;0;1033;0.0;0.35;176;1;800000;1.13;60.0;60.47;42;0.87;Modou Barrow;46.15;Abha;3.05;10;0.87;75.0;1.48;47.83;1.92;https://cdn5.wyscout.com/photos/team/public/2544_120x120.png;15.25;0.0;0.0;K League 2;80.88;0.52;0.0;['GAM', 'SWE'];1.03;1;right;12;3.75;11.85;1.05;0.35;14.64;1.31;0;0.0;0.78;1.74;0;0.0;39.39;0.17;0.0;0.87;1.13;0.44;1992-10-13;0.26;0.0;72.02;GAM;0.09;1.55;42.29;0.0;https://cdn5.wyscout.com/photos/players/public/83237_100x130.png;50.0;0.26;27.27;False;Incheon United;3;70;2.24;8.63;['RW', 'RAMF'];1.92;0.44;100.0;0;0.0;0;2.35;8.89;M. Barrow;16.72;33;81.48;0.0;0000FF;97.14;4.36;0.45;1.57;1.31;0;0;0.0;0.0;0.0;1.74;3;RW;10.0;28.05;33.33;0.0;0.09;['Gambia', 'Sweden'];0.0;0.0;2025-06-30;50.0;4.18;1992-10-13;0.09;70.0;0.14;1.83;RAMF;0.0;32.0;0;Gambia
78771;64.14;0.69;86.15;1.99;0.06;13.14;0.48;2.87;0.33;CF;2979;0.0;0.94;177;16;800000;1.06;69.74;47.37;38;2.81;Vinícius Goes Barbosa de Souza;46.88;Al Jubail;6.86;93;1.21;70.97;1.72;48.48;1.36;https://cdn5.wyscout.com/photos/team/public/g39927_120x120.png;10.97;52.38;0.0;Division 1;83.69;0.24;0.06;['BRA'];11.53;11;right;29;2.3;33.72;7.01;0.24;41.84;0.69;0;0.48;1.09;9.18;0;37.5;39.37;0.33;100.0;1.51;0.97;0.3;1991-04-15;0.18;0.03;79.35;BRA;0.35;3.93;41.32;0.0;https://cdn5.wyscout.com/photos/players/public/34193_100x130.png;64.66;0.09;42.22;False;Al Jubail;6;75;2.97;6.68;['AMF', 'LCMF3', 'CF'];2.69;0.63;72.73;5;0.03;0;8.19;34.74;Vina;21.08;18;78.6;0.0;000000;93.39;3.26;0.37;2.48;1.15;0;1;0.09;0.0;0.0;1.93;3;AMF;17.204;39.62;34.78;0.0;0.48;['Brazil'];0.0;0.0;0;57.3;15.71;1991-04-15;0.33;38.71;0.12;1.48;LCMF3;0.0;34.0;16;Brazil
